sku,collection_id,category_id,inventory,month
ayna_gusto_gold,12,5,19,31.03.2023
ayna_gusto_UK,12,5,24,31.03.2023
denia_wood_120x57_walnut,12,5,16,31.03.2023
gold-irregular-mirror,13,5,10,31.03.2023
gold-mood-mirror,13,5,28,31.03.2023
gold-smooth-mirror,13,5,0,31.03.2023
terra-mirror-walnut-102x62,14,5,24,31.03.2023
terra-mirror-walnut-148x58,14,5,22,31.03.2023
mira-mirror-black-metal,15,5,13,31.03.2023
mira-mirror-gold-metal,15,5,17,31.03.2023
mia-chair-BF-orange-x4,16,6,2,31.03.2023
mia-chair-BF-orange-x6,16,6,-1,31.03.2023
mia-chair-BF-white-x2,16,6,-1,31.03.2023
mia-chair-BF-white-x4,16,6,1,31.03.2023
mia-chair-BF-white-x6,16,6,2,31.03.2023
roa-orange-x4,17,6,16,31.03.2023
roa-white-x2,17,6,8,31.03.2023
roa-white-x4,17,6,18,31.03.2023
roa-white-x6,17,6,4,31.03.2023
mammo-bergere-anthracite,18,7,2,31.03.2023
mammo-bergere-cream,18,7,4,31.03.2023
mammo-bergere-navy,18,7,2,31.03.2023
mammo-bergere+ottoman-anthracite,18,7,2,31.03.2023
mammo-bergere+ottoman-cream,18,7,-1,31.03.2023
mammo-bergere+ottoman-navy,18,7,-1,31.03.2023
mammo-ottoman-anthracite,18,7,1,31.03.2023
mammo-ottoman-cream,18,7,2,31.03.2023
mammo-sofa-anthracite,19,7,-2,31.03.2023
mammo-sofa-cream,19,7,2,31.03.2023
mammo-sofa-grey,19,7,1,31.03.2023
mammo-sofa-navy,19,7,3,31.03.2023
mammo-sofa+ottoman-anthracite,19,7,10,31.03.2023
mammo-sofa-cream_SF,19,7,16,31.03.2023
mammo-L-sofa-anthracite,19,7,8,31.03.2023
mammo-L-sofa-cream,19,7,11,31.03.2023
mammo-L-sofa-navy,19,7,26,31.03.2023
mammo-sofa+bergere+ottoman-anthracite,20,7,-1,31.03.2023
mammo-sofa+bergere+ottoman-cream,20,7,1,31.03.2023
mammo-sofa+bergere+ottoman-grey,20,7,2,31.03.2023
mammo-sofa+bergere+ottoman-navy,20,7,-2,31.03.2023
luna-pouf-anthracite,21,8,3,31.03.2023
luna-pouf-beige,21,8,4,31.03.2023
luna-pouf-black,21,8,1,31.03.2023
luna-pouf-cube-cream,21,8,29,31.03.2023
luna-pouf-cube-grey,21,8,8,31.03.2023
luna-pouf-green,21,8,8,31.03.2023
luna-pouf-mustard,21,8,3,31.03.2023
luna-pouf-red,21,8,6,31.03.2023
luna-pouf-cube-Anthrazit,21,8,0,31.03.2023
salamanca-sofabed+bergere-navy,22,7,18,31.03.2023
palencia-L-sofa-anthracite,23,7,5,31.03.2023
palencia-L-sofa-cream,23,7,3,31.03.2023
palencia-L-sofa+pouf-anthracite,23,7,3,31.03.2023
palencia-L-sofa+pouf-cream,23,7,1,31.03.2023
palencia-L-sofa+pouf-grey,23,7,1,31.03.2023
palencia-pouf-anthracite,23,7,3,31.03.2023
bilbao-sofa-anthracite,24,7,10,31.03.2023
bilbao-sofa-purple_SF,24,7,0,31.03.2023
murcia-sofa-black,25,7,6,31.03.2023
murcia-sofa-sand,25,7,3,31.03.2023
palamos-sofa-brown,26,7,1,31.03.2023
palamos-sofa-green,26,7,5,31.03.2023
palamos-sofa-grey,26,7,4,31.03.2023
palamos-sofa-grey_SF,26,7,25,31.03.2023
berne-180U-Mia-Orange-6x,27,9,26,31.03.2023
sevilla-140-K-U,28,1,0,31.03.2023
sevilla-160-K-U,28,1,0,31.03.2023
La-Moncloa-120-Profil-Buche,29,1,28,31.03.2023
La-Moncloa-160-Profil-Buche,29,1,11,31.03.2023
Pingu-Metallbeinen,30,10,16,31.03.2023
Spider-leg-120,30,10,30,31.03.2023
Spider-leg-150,30,10,14,31.03.2023
Spider-leg-85,30,10,9,31.03.2023
U-Legs,30,10,28,31.03.2023
holzbeinstuhle_x4,31,6,5,31.03.2023
metallbeinstuhle_x2,31,6,16,31.03.2023
metallbeinstuhle_x4,31,6,6,31.03.2023
ayna_yuvarlak_ceviz,32,5,25,31.03.2023
ayna_yuvarlak_oak,32,5,6,31.03.2023
ayna_yuvarlak_siyah,32,5,31,31.03.2023
Ayna-yuvarlak-beyaz,32,5,32,31.03.2023
Obejo-Black-47,32,5,0,31.03.2023
Obejo-Black-78,32,5,22,31.03.2023
Obejo-Oak-47,32,5,8,31.03.2023
Obejo-Oak-78,32,5,2,31.03.2023
Obejo-Walnut-45,32,5,5,31.03.2023
Obejo-Walnut-45_UK,32,5,17,31.03.2023
Obejo-Walnut-78,32,5,20,31.03.2023
Obejo-White-45,32,5,22,31.03.2023
Obejo-White-45_UK,32,5,23,31.03.2023
Obejo-White-78,32,5,2,31.03.2023
ekohali_arya_black80150,33,11,0,31.03.2023
ekohali_arya_grey_120180,33,11,0,31.03.2023
ekohali_arya_grey_80150,33,11,0,31.03.2023
ekohali_arya_natural120180,33,11,0,31.03.2023
ekohali_arya_pinkaqua160230,33,11,0,31.03.2023
Berne 120 pingu,1,1,5,28.02.2023
Berne 120 pingu K-A Dark,1,1,12,28.02.2023
Berne 120 profil,1,1,4,28.02.2023
Berne 120 profil K-A Dark,1,1,2,28.02.2023
Berne 140 pingu,1,1,8,28.02.2023
Berne 140 pingu K-A Dark,1,1,4,28.02.2023
Berne 140 profil,1,1,9,28.02.2023
Berne 140 profil K-A Dark,1,1,7,28.02.2023
Berne 160 profil,1,1,2,28.02.2023
Berne 160 profil K-A Dark,1,1,9,28.02.2023
Berne 180 profil,1,1,13,28.02.2023
Berne 180 profil K-A Dark,1,1,13,28.02.2023
Berne 200 profil,1,1,4,28.02.2023
Berne 200 profil K-A Dark,1,1,3,28.02.2023
Berne 140 profil_SF,1,1,14,28.02.2023
Berne 160 profil_SF,1,1,10,28.02.2023
Berne 180 profil K-A Dark_SF,1,1,14,28.02.2023
Berne 180 profil_SF,1,1,11,28.02.2023
Scots Pine 120 Pingu,2,1,11,28.02.2023
Scots Pine 120 Profil,2,1,10,28.02.2023
Scots Pine 140 Pingu,2,1,5,28.02.2023
Scots Pine 140 Profil,2,1,2,28.02.2023
Scots Pine 160 Pingu,2,1,1,28.02.2023
Scots Pine 160 Profil,2,1,16,28.02.2023
Scots Pine 180 Profil,2,1,4,28.02.2023
Scots Pine 200 Profil,2,1,16,28.02.2023
Scotspine_140x80_tischplatte,2,1,2,28.02.2023
Scotspine_180x80_tischplatte,2,1,0,28.02.2023
Scots Pine 140 Profil_SF,2,1,10,28.02.2023
Scots Pine 160 Pingu_SF,2,1,12,28.02.2023
Scots Pine 160 Profil_SF,2,1,6,28.02.2023
Scots Pine 180 Profil_SF,2,1,4,28.02.2023
Bejar-Abgerundeter-Profil-120,3,1,9,28.02.2023
Bejar-Abgerundeter-Profil-140,3,1,0,28.02.2023
Bejar-Abgerundeter-Profil-160,3,1,6,28.02.2023
Bejar-Abgerundeter-Profil-180,3,1,17,28.02.2023
demandes masa UK,4,2,2,28.02.2023
demandes_masa,4,2,7,28.02.2023
granada_desk_black,4,2,13,28.02.2023
QE-NUXL-GXHW,4,2,15,28.02.2023
Oviedo Minii sari,5,3,17,28.02.2023
oviedo-40sehpa-UK,5,3,32,28.02.2023
oviedo-60sehpa-UK,5,3,28,28.02.2023
oviedo-80masa-UK,5,3,17,28.02.2023
oviedo-80sehpa-UK,5,3,28,28.02.2023
oviedo-combo-40-60-80,5,3,0,28.02.2023
oviedo-combo-60-80,5,3,2,28.02.2023
oviedo-combo-60-80-UK,5,3,31,28.02.2023
oviedo-drop-shape-L,5,3,7,28.02.2023
oviedo-drop-shape-L_UK,5,3,24,28.02.2023
oviedo-drop-shape-M,5,3,10,28.02.2023
oviedo-drop-shape-M_UK,5,3,1,28.02.2023
oviedo-drop-shape-M+L,5,3,29,28.02.2023
oviedo-drop-shape-M+L_UK,5,3,14,28.02.2023
oviedo-drop-shape-S,5,3,22,28.02.2023
oviedo-drop-shape-S_UK,5,3,32,28.02.2023
oviedo-drop-shape-S+M,5,3,-1,28.02.2023
oviedo-drop-shape-S+M_UK,5,3,15,28.02.2023
oviedo-drop-shape-S+M+L,5,3,14,28.02.2023
oviedo-masa-60,5,3,17,28.02.2023
oviedo-masa-80-a,5,3,26,28.02.2023
oviedo-sehpa-40-a,5,3,26,28.02.2023
oviedo-sehpa-80-a,5,3,5,28.02.2023
oviedo-sehpa-combo,5,3,29,28.02.2023
oviedo-sehpa-combo-UK,5,3,3,28.02.2023
hueca-dresuar-dub,6,3,17,28.02.2023
Huesca Table,6,3,1,28.02.2023
huesca-cift-kat,6,3,17,28.02.2023
huesca-cift-kat_UK,6,3,19,28.02.2023
huesca-dresuar,6,3,26,28.02.2023
huesca-mini,6,3,5,28.02.2023
huesca-table-115x75,6,3,18,28.02.2023
huesca-tek-kat,6,3,0,28.02.2023
huescaset-mini+cift,6,3,8,28.02.2023
huesca-v-legs,6,3,2,28.02.2023
Berne sehpa 115x60,7,3,24,28.02.2023
Berne sehpa 95x65,7,3,28,28.02.2023
Berne sehpa 95x65_UK,7,3,30,28.02.2023
MO-J11D-NQWJ,7,3,26,28.02.2023
Malaga 100*55 Kayin,8,3,18,28.02.2023
Malaga 100*55 Oak,8,3,7,28.02.2023
Malaga 60*60 Kayin,8,3,12,28.02.2023
Malaga 60*60 Oak,8,3,14,28.02.2023
dresuar,9,4,17,28.02.2023
F3-PW2R-2PL4,9,4,1,28.02.2023
ayna_12040_beyaz,10,5,15,28.02.2023
ayna_12040_beyaz_UK,10,5,9,28.02.2023
ayna_12040_ceviz,10,5,2,28.02.2023
ayna_12040_ceviz_UK,10,5,28,28.02.2023
ayna_12040_siyah,10,5,13,28.02.2023
ayna_12040_siyah_UK,10,5,24,28.02.2023
luno-mirror-walnut,11,5,14,28.02.2023
amorphous-UK,12,5,18,28.02.2023
aqua_ayna_seffaf,12,5,21,28.02.2023
aqua_ayna_seffaf_UK,12,5,24,28.02.2023
ayna_amorphous,12,5,130,28.02.2023
ayna_aqua,12,5,28,28.02.2023
ayna_aqua_UK,12,5,19,28.02.2023
ayna_gusto,12,5,167,28.02.2023
ayna_gusto_gold,12,5,19,28.02.2023
ayna_gusto_UK,12,5,24,28.02.2023
denia_wood_120x57_walnut,12,5,16,28.02.2023
gold-irregular-mirror,13,5,10,28.02.2023
gold-mood-mirror,13,5,28,28.02.2023
gold-smooth-mirror,13,5,0,28.02.2023
terra-mirror-walnut-102x62,14,5,24,28.02.2023
terra-mirror-walnut-148x58,14,5,22,28.02.2023
mira-mirror-black-metal,15,5,13,28.02.2023
mira-mirror-gold-metal,15,5,17,28.02.2023
mia-chair-BF-orange-x4,16,6,2,28.02.2023
mia-chair-BF-orange-x6,16,6,-1,28.02.2023
mia-chair-BF-white-x2,16,6,-1,28.02.2023
mia-chair-BF-white-x4,16,6,1,28.02.2023
mia-chair-BF-white-x6,16,6,2,28.02.2023
roa-orange-x4,17,6,16,28.02.2023
roa-white-x2,17,6,8,28.02.2023
roa-white-x4,17,6,18,28.02.2023
roa-white-x6,17,6,4,28.02.2023
mammo-bergere-anthracite,18,7,2,28.02.2023
mammo-bergere-cream,18,7,4,28.02.2023
mammo-bergere-navy,18,7,2,28.02.2023
mammo-bergere+ottoman-anthracite,18,7,2,28.02.2023
mammo-bergere+ottoman-cream,18,7,-1,28.02.2023
mammo-bergere+ottoman-navy,18,7,-1,28.02.2023
mammo-ottoman-anthracite,18,7,1,28.02.2023
mammo-ottoman-cream,18,7,2,28.02.2023
mammo-sofa-anthracite,19,7,-2,28.02.2023
mammo-sofa-cream,19,7,2,28.02.2023
mammo-sofa-grey,19,7,1,28.02.2023
mammo-sofa-navy,19,7,3,28.02.2023
mammo-sofa+ottoman-anthracite,19,7,10,28.02.2023
mammo-sofa-cream_SF,19,7,16,28.02.2023
mammo-L-sofa-anthracite,19,7,8,28.02.2023
mammo-L-sofa-cream,19,7,11,28.02.2023
mammo-L-sofa-navy,19,7,26,28.02.2023
mammo-sofa+bergere+ottoman-anthracite,20,7,-1,28.02.2023
mammo-sofa+bergere+ottoman-cream,20,7,1,28.02.2023
mammo-sofa+bergere+ottoman-grey,20,7,2,28.02.2023
mammo-sofa+bergere+ottoman-navy,20,7,-2,28.02.2023
luna-pouf-anthracite,21,8,3,28.02.2023
luna-pouf-beige,21,8,4,28.02.2023
luna-pouf-black,21,8,1,28.02.2023
luna-pouf-cube-cream,21,8,29,28.02.2023
luna-pouf-cube-grey,21,8,8,28.02.2023
luna-pouf-green,21,8,8,28.02.2023
luna-pouf-mustard,21,8,3,28.02.2023
luna-pouf-red,21,8,6,28.02.2023
luna-pouf-cube-Anthrazit,21,8,0,28.02.2023
salamanca-sofabed+bergere-navy,22,7,18,28.02.2023
palencia-L-sofa-anthracite,23,7,5,28.02.2023
palencia-L-sofa-cream,23,7,3,28.02.2023
palencia-L-sofa+pouf-anthracite,23,7,3,28.02.2023
palencia-L-sofa+pouf-cream,23,7,1,28.02.2023
palencia-L-sofa+pouf-grey,23,7,1,28.02.2023
palencia-pouf-anthracite,23,7,3,28.02.2023
bilbao-sofa-anthracite,24,7,10,28.02.2023
bilbao-sofa-purple_SF,24,7,0,28.02.2023
murcia-sofa-black,25,7,6,28.02.2023
murcia-sofa-sand,25,7,3,28.02.2023
palamos-sofa-brown,26,7,1,28.02.2023
palamos-sofa-green,26,7,5,28.02.2023
palamos-sofa-grey,26,7,4,28.02.2023
palamos-sofa-grey_SF,26,7,25,28.02.2023
berne-180U-Mia-Orange-6x,27,9,26,28.02.2023
sevilla-140-K-U,28,1,0,28.02.2023
sevilla-160-K-U,28,1,0,28.02.2023
La-Moncloa-120-Profil-Buche,29,1,28,28.02.2023
La-Moncloa-160-Profil-Buche,29,1,11,28.02.2023
Pingu-Metallbeinen,30,10,16,28.02.2023
Spider-leg-120,30,10,30,28.02.2023
Spider-leg-150,30,10,14,28.02.2023
Spider-leg-85,30,10,9,28.02.2023
U-Legs,30,10,28,28.02.2023
holzbeinstuhle_x4,31,6,5,28.02.2023
metallbeinstuhle_x2,31,6,16,28.02.2023
metallbeinstuhle_x4,31,6,6,28.02.2023
ayna_yuvarlak_ceviz,32,5,25,28.02.2023
ayna_yuvarlak_oak,32,5,6,28.02.2023
ayna_yuvarlak_siyah,32,5,31,28.02.2023
Ayna-yuvarlak-beyaz,32,5,32,28.02.2023
Obejo-Black-47,32,5,0,28.02.2023
Obejo-Black-78,32,5,22,28.02.2023
Obejo-Oak-47,32,5,8,28.02.2023
Obejo-Oak-78,32,5,2,28.02.2023
Obejo-Walnut-45,32,5,5,28.02.2023
Obejo-Walnut-45_UK,32,5,17,28.02.2023
Obejo-Walnut-78,32,5,20,28.02.2023
Obejo-White-45,32,5,22,28.02.2023
Obejo-White-45_UK,32,5,23,28.02.2023
Obejo-White-78,32,5,2,28.02.2023
ekohali_arya_black80150,33,11,0,28.02.2023
ekohali_arya_grey_120180,33,11,0,28.02.2023
ekohali_arya_grey_80150,33,11,0,28.02.2023
ekohali_arya_natural120180,33,11,0,28.02.2023
ekohali_arya_pinkaqua160230,33,11,0,28.02.2023
Berne 120 pingu,1,1,5,31.01.2023
Berne 120 pingu K-A Dark,1,1,12,31.01.2023
Berne 120 profil,1,1,4,31.01.2023
Berne 120 profil K-A Dark,1,1,2,31.01.2023
Berne 140 pingu,1,1,8,31.01.2023
Berne 140 pingu K-A Dark,1,1,4,31.01.2023
Berne 140 profil,1,1,9,31.01.2023
Berne 140 profil K-A Dark,1,1,7,31.01.2023
Berne 160 profil,1,1,2,31.01.2023
Berne 160 profil K-A Dark,1,1,9,31.01.2023
Berne 180 profil,1,1,13,31.01.2023
Berne 180 profil K-A Dark,1,1,13,31.01.2023
Berne 200 profil,1,1,4,31.01.2023
Berne 200 profil K-A Dark,1,1,3,31.01.2023
Berne 140 profil_SF,1,1,14,31.01.2023
Berne 160 profil_SF,1,1,10,31.01.2023
Berne 180 profil K-A Dark_SF,1,1,14,31.01.2023
Berne 180 profil_SF,1,1,11,31.01.2023
Scots Pine 120 Pingu,2,1,11,31.01.2023
Scots Pine 120 Profil,2,1,10,31.01.2023
Scots Pine 140 Pingu,2,1,5,31.01.2023
Scots Pine 140 Profil,2,1,2,31.01.2023
Scots Pine 160 Pingu,2,1,1,31.01.2023
Scots Pine 160 Profil,2,1,16,31.01.2023
Scots Pine 180 Profil,2,1,4,31.01.2023
Scots Pine 200 Profil,2,1,16,31.01.2023
Scotspine_140x80_tischplatte,2,1,2,31.01.2023
Scotspine_180x80_tischplatte,2,1,0,31.01.2023
Scots Pine 140 Profil_SF,2,1,10,31.01.2023
Scots Pine 160 Pingu_SF,2,1,12,31.01.2023
Scots Pine 160 Profil_SF,2,1,6,31.01.2023
Scots Pine 180 Profil_SF,2,1,4,31.01.2023
Bejar-Abgerundeter-Profil-120,3,1,9,31.01.2023
Bejar-Abgerundeter-Profil-140,3,1,0,31.01.2023
Bejar-Abgerundeter-Profil-160,3,1,6,31.01.2023
Bejar-Abgerundeter-Profil-180,3,1,17,31.01.2023
demandes masa UK,4,2,2,31.01.2023
demandes_masa,4,2,7,31.01.2023
granada_desk_black,4,2,13,31.01.2023
QE-NUXL-GXHW,4,2,15,31.01.2023
Oviedo Minii sari,5,3,17,31.01.2023
oviedo-40sehpa-UK,5,3,32,31.01.2023
oviedo-60sehpa-UK,5,3,28,31.01.2023
oviedo-80masa-UK,5,3,17,31.01.2023
oviedo-80sehpa-UK,5,3,28,31.01.2023
oviedo-combo-40-60-80,5,3,0,31.01.2023
oviedo-combo-60-80,5,3,2,31.01.2023
oviedo-combo-60-80-UK,5,3,31,31.01.2023
oviedo-drop-shape-L,5,3,7,31.01.2023
oviedo-drop-shape-L_UK,5,3,24,31.01.2023
oviedo-drop-shape-M,5,3,10,31.01.2023
oviedo-drop-shape-M_UK,5,3,1,31.01.2023
oviedo-drop-shape-M+L,5,3,29,31.01.2023
oviedo-drop-shape-M+L_UK,5,3,14,31.01.2023
oviedo-drop-shape-S,5,3,22,31.01.2023
oviedo-drop-shape-S_UK,5,3,32,31.01.2023
oviedo-drop-shape-S+M,5,3,-1,31.01.2023
oviedo-drop-shape-S+M_UK,5,3,15,31.01.2023
oviedo-drop-shape-S+M+L,5,3,14,31.01.2023
oviedo-masa-60,5,3,17,31.01.2023
oviedo-masa-80-a,5,3,26,31.01.2023
oviedo-sehpa-40-a,5,3,26,31.01.2023
oviedo-sehpa-80-a,5,3,5,31.01.2023
oviedo-sehpa-combo,5,3,29,31.01.2023
oviedo-sehpa-combo-UK,5,3,3,31.01.2023
hueca-dresuar-dub,6,3,17,31.01.2023
Huesca Table,6,3,1,31.01.2023
huesca-cift-kat,6,3,17,31.01.2023
huesca-cift-kat_UK,6,3,19,31.01.2023
huesca-dresuar,6,3,26,31.01.2023
huesca-mini,6,3,5,31.01.2023
huesca-table-115x75,6,3,18,31.01.2023
huesca-tek-kat,6,3,0,31.01.2023
huescaset-mini+cift,6,3,8,31.01.2023
huesca-v-legs,6,3,2,31.01.2023
Berne sehpa 115x60,7,3,24,31.01.2023
Berne sehpa 95x65,7,3,28,31.01.2023
Berne sehpa 95x65_UK,7,3,30,31.01.2023
MO-J11D-NQWJ,7,3,26,31.01.2023
Malaga 100*55 Kayin,8,3,18,31.01.2023
Malaga 100*55 Oak,8,3,7,31.01.2023
Malaga 60*60 Kayin,8,3,12,31.01.2023
Malaga 60*60 Oak,8,3,14,31.01.2023
dresuar,9,4,17,31.01.2023
F3-PW2R-2PL4,9,4,1,31.01.2023
ayna_12040_beyaz,10,5,15,31.01.2023
ayna_12040_beyaz_UK,10,5,9,31.01.2023
ayna_12040_ceviz,10,5,2,31.01.2023
ayna_12040_ceviz_UK,10,5,28,31.01.2023
ayna_12040_siyah,10,5,13,31.01.2023
ayna_12040_siyah_UK,10,5,24,31.01.2023
luno-mirror-walnut,11,5,14,31.01.2023
amorphous-UK,12,5,18,31.01.2023
aqua_ayna_seffaf,12,5,21,31.01.2023
aqua_ayna_seffaf_UK,12,5,24,31.01.2023
ayna_amorphous,12,5,95,31.01.2023
ayna_aqua,12,5,28,31.01.2023
ayna_aqua_UK,12,5,19,31.01.2023
ayna_gusto,12,5,117,31.01.2023
ayna_gusto_gold,12,5,19,31.01.2023
ayna_gusto_UK,12,5,24,31.01.2023
denia_wood_120x57_walnut,12,5,16,31.01.2023
gold-irregular-mirror,13,5,10,31.01.2023
gold-mood-mirror,13,5,28,31.01.2023
gold-smooth-mirror,13,5,0,31.01.2023
terra-mirror-walnut-102x62,14,5,24,31.01.2023
terra-mirror-walnut-148x58,14,5,22,31.01.2023
mira-mirror-black-metal,15,5,13,31.01.2023
mira-mirror-gold-metal,15,5,17,31.01.2023
mia-chair-BF-orange-x4,16,6,2,31.01.2023
mia-chair-BF-orange-x6,16,6,-1,31.01.2023
mia-chair-BF-white-x2,16,6,-1,31.01.2023
mia-chair-BF-white-x4,16,6,1,31.01.2023
mia-chair-BF-white-x6,16,6,2,31.01.2023
roa-orange-x4,17,6,16,31.01.2023
roa-white-x2,17,6,8,31.01.2023
roa-white-x4,17,6,18,31.01.2023
roa-white-x6,17,6,4,31.01.2023
mammo-bergere-anthracite,18,7,2,31.01.2023
mammo-bergere-cream,18,7,4,31.01.2023
mammo-bergere-navy,18,7,2,31.01.2023
mammo-bergere+ottoman-anthracite,18,7,2,31.01.2023
mammo-bergere+ottoman-cream,18,7,-1,31.01.2023
mammo-bergere+ottoman-navy,18,7,-1,31.01.2023
mammo-ottoman-anthracite,18,7,1,31.01.2023
mammo-ottoman-cream,18,7,2,31.01.2023
mammo-sofa-anthracite,19,7,-2,31.01.2023
mammo-sofa-cream,19,7,2,31.01.2023
mammo-sofa-grey,19,7,1,31.01.2023
mammo-sofa-navy,19,7,3,31.01.2023
mammo-sofa+ottoman-anthracite,19,7,10,31.01.2023
mammo-sofa-cream_SF,19,7,16,31.01.2023
mammo-L-sofa-anthracite,19,7,8,31.01.2023
mammo-L-sofa-cream,19,7,11,31.01.2023
mammo-L-sofa-navy,19,7,26,31.01.2023
mammo-sofa+bergere+ottoman-anthracite,20,7,-1,31.01.2023
mammo-sofa+bergere+ottoman-cream,20,7,1,31.01.2023
mammo-sofa+bergere+ottoman-grey,20,7,2,31.01.2023
mammo-sofa+bergere+ottoman-navy,20,7,-2,31.01.2023
luna-pouf-anthracite,21,8,3,31.01.2023
luna-pouf-beige,21,8,4,31.01.2023
luna-pouf-black,21,8,1,31.01.2023
luna-pouf-cube-cream,21,8,29,31.01.2023
luna-pouf-cube-grey,21,8,8,31.01.2023
luna-pouf-green,21,8,8,31.01.2023
luna-pouf-mustard,21,8,3,31.01.2023
luna-pouf-red,21,8,6,31.01.2023
luna-pouf-cube-Anthrazit,21,8,0,31.01.2023
salamanca-sofabed+bergere-navy,22,7,18,31.01.2023
palencia-L-sofa-anthracite,23,7,5,31.01.2023
palencia-L-sofa-cream,23,7,3,31.01.2023
palencia-L-sofa+pouf-anthracite,23,7,3,31.01.2023
palencia-L-sofa+pouf-cream,23,7,1,31.01.2023
palencia-L-sofa+pouf-grey,23,7,1,31.01.2023
palencia-pouf-anthracite,23,7,3,31.01.2023
bilbao-sofa-anthracite,24,7,10,31.01.2023
bilbao-sofa-purple_SF,24,7,0,31.01.2023
murcia-sofa-black,25,7,6,31.01.2023
murcia-sofa-sand,25,7,3,31.01.2023
palamos-sofa-brown,26,7,1,31.01.2023
palamos-sofa-green,26,7,5,31.01.2023
palamos-sofa-grey,26,7,4,31.01.2023
palamos-sofa-grey_SF,26,7,25,31.01.2023
berne-180U-Mia-Orange-6x,27,9,26,31.01.2023
sevilla-140-K-U,28,1,0,31.01.2023
sevilla-160-K-U,28,1,0,31.01.2023
La-Moncloa-120-Profil-Buche,29,1,28,31.01.2023
La-Moncloa-160-Profil-Buche,29,1,11,31.01.2023
Pingu-Metallbeinen,30,10,16,31.01.2023
Spider-leg-120,30,10,30,31.01.2023
Spider-leg-150,30,10,14,31.01.2023
Spider-leg-85,30,10,9,31.01.2023
U-Legs,30,10,28,31.01.2023
holzbeinstuhle_x4,31,6,5,31.01.2023
metallbeinstuhle_x2,31,6,16,31.01.2023
metallbeinstuhle_x4,31,6,6,31.01.2023
ayna_yuvarlak_ceviz,32,5,25,31.01.2023
ayna_yuvarlak_oak,32,5,6,31.01.2023
ayna_yuvarlak_siyah,32,5,31,31.01.2023
Ayna-yuvarlak-beyaz,32,5,32,31.01.2023
Obejo-Black-47,32,5,0,31.01.2023
Obejo-Black-78,32,5,22,31.01.2023
Obejo-Oak-47,32,5,8,31.01.2023
Obejo-Oak-78,32,5,2,31.01.2023
Obejo-Walnut-45,32,5,5,31.01.2023
Obejo-Walnut-45_UK,32,5,17,31.01.2023
Obejo-Walnut-78,32,5,20,31.01.2023
Obejo-White-45,32,5,22,31.01.2023
Obejo-White-45_UK,32,5,23,31.01.2023
Obejo-White-78,32,5,2,31.01.2023
ekohali_arya_black80150,33,11,0,31.01.2023
ekohali_arya_grey_120180,33,11,0,31.01.2023
ekohali_arya_grey_80150,33,11,0,31.01.2023
ekohali_arya_natural120180,33,11,0,31.01.2023
ekohali_arya_pinkaqua160230,33,11,0,31.01.2023